graph_type,n_left,n_right,num_vertices,num_edges,density,expected_average_degree,average_degree,max_degree,degree_variance,degree_gini,param,trial,seed,optimal_size,greedy_size,random_greedy_size,modern_estimate,modern_mu1,modern_mu2,selected_case,M_size,Mprime_estimate,B1_estimate,B2_estimate,unmatched_num_vertices,copied_num_vertices,case1_copied_num_vertices,case2_copied_num_vertices,epsilon,k,sparsify_c,greedy_ratio,random_greedy_ratio,modern_ratio,modern_error,modern_relative_error,t_greedy,t_random_greedy,t_modern,t_modern_sparsify,t_modern_case1,t_modern_case2,t_modern_other,t_hopcroft
er,100,100,200,838,0.0838,8.0,8.38,16,7.3956,0.18171241050119336,0.08,2,100800787,99,92,91,89.0,89.0,69.57106295866454,case1,89,0.0,0.0,84.18879338462989,22,110,110,466,0.7,2,150,0.9292929292929293,0.9191919191919192,0.898989898989899,-10.0,-0.10101010101010101,2.81000102404505e-05,2.4100008886307478e-05,0.01713339998968877,0.0007298000273294747,0.0007893999863881618,0.015450400009285659,0.00016379996668547392,0.0006485999911092222
er,100,100,200,771,0.0771,8.0,7.71,16,7.8959,0.2048443579766539,0.08,3,100810787,100,93,86,88.0,88.0,71.66838777696951,case1,88,0.0,0.0,97.1440005514832,24,120,120,472,0.7,2,150,0.93,0.86,0.88,-12.0,-0.12,2.8900016332045197e-05,2.6599998818710446e-05,0.014275199995609,0.0008299000037368387,0.0007501000072807074,0.012507499981438741,0.00018770000315271318,0.0006762999983038753
er,100,100,200,841,0.0841,8.0,8.41,17,9.3919,0.20547562425683719,0.08,4,100820787,100,93,86,89.0,89.0,71.46239084284852,case1,89,0.0,0.0,93.32093224241264,22,110,110,466,0.7,2,150,0.93,0.86,0.89,-11.0,-0.11,3.130000550299883e-05,2.710000262595713e-05,0.018547200015746057,0.0007884000078774989,0.0007917000039014965,0.01679560000775382,0.0001714999962132424,0.0014683999761473387
er,100,100,200,814,0.0814,8.0,8.14,16,7.6504,0.19122850122850132,0.08,5,100830787,100,91,88,94.0,94.0,63.44087086916442,case1,94,0.0,0.0,40.44747199605206,12,60,60,436,0.7,2,150,0.91,0.88,0.94,-6.0,-0.06,3.209998249076307e-05,4.1700026486068964e-05,0.00788220000686124,0.0004881999921053648,0.0007347000064328313,0.006454100017435849,0.00020519999088719487,0.0006598999898415059
er,100,100,200,777,0.0777,8.0,7.77,18,9.3771,0.21466537966537969,0.08,6,100840787,100,93,89,90.0,90.0,68.60180911873735,case1,90,0.0,0.0,76.68039472841488,20,100,100,460,0.7,2,150,0.93,0.89,0.9,-10.0,-0.1,2.8699985705316067e-05,2.549999044276774e-05,0.015481599984923378,0.0007707000186201185,0.000762399984523654,0.013777300016954541,0.00017119996482506394,0.0005106999888084829
er,100,100,200,773,0.0773,8.0,7.73,20,8.0971,0.20272962483829238,0.08,7,100850787,100,92,90,90.0,90.0,68.86851997916796,case1,90,0.0,0.0,77.9681886813824,20,100,100,460,0.7,2,150,0.92,0.9,0.9,-10.0,-0.1,3.220001235604286e-05,2.2299995180219412e-05,0.016967000003205612,0.0006864000170025975,0.0007767999777570367,0.015324000007240102,0.00017980000120587647,0.0005484999855980277
er,100,100,200,782,0.0782,8.0,7.82,15,6.6876,0.1876470588235295,0.08,8,100860787,100,93,92,90.0,90.0,69.77533690463201,case1,90,0.0,0.0,82.346688121472,20,100,100,460,0.7,2,150,0.93,0.92,0.9,-10.0,-0.1,3.759999526664615e-05,3.15000070258975e-05,0.01672869999310933,0.0011205000046174973,0.0010372999822720885,0.014249800005927682,0.00032110000029206276,0.0005167000053916126
er,100,100,200,814,0.0814,8.0,8.14,15,6.2704,0.1725061425061427,0.08,9,100870787,100,92,90,92.0,92.0,66.60764004192356,case1,92,0.0,0.0,61.39484041710469,16,80,80,448,0.7,2,150,0.92,0.9,0.92,-8.0,-0.08,3.099997411482036e-05,2.579999272711575e-05,0.016209699999308214,0.0008292999991681427,0.0007528999994974583,0.01444110000738874,0.0001863999932538718,0.0006399999838322401
er,100,100,200,1551,0.1551,16.0,15.51,27,14.5199,0.13939071566731154,0.16,0,100860787,100,97,95,96.0,96.0,60.39006294007076,case1,96,0.0,0.0,20.060013989333132,8,40,40,424,0.7,2,150,0.97,0.95,0.96,-4.0,-0.04,6.049999501556158e-05,5.530001362785697e-05,0.021626500005368143,0.0007072000007610768,0.0010054000013042241,0.01936330000171438,0.0005506000015884638,0.0007900999917183071
er,100,100,200,1593,0.1593,16.0,15.93,27,12.3751,0.12281544256120536,0.16,1,100870787,100,94,94,97.0,97.0,59.262174118809206,case1,97,0.0,0.0,11.785657886309622,6,30,30,418,0.7,2,150,0.94,0.94,0.97,-3.0,-0.03,4.1799998143687844e-05,3.6900019040331244e-05,0.018276400020113215,0.000311999989207834,0.0010839000169653445,0.016553199995541945,0.0003273000183980912,0.0008601000008638948
er,100,100,200,1653,0.1653,16.0,16.53,26,12.9591,0.12337870538415019,0.16,2,100880787,100,98,97,96.0,96.0,61.76675482486735,case1,96,0.0,0.0,26.707270428302902,8,40,40,424,0.7,2,150,0.98,0.97,0.96,-4.0,-0.04,4.8900023102760315e-05,4.230000195093453e-05,0.020297200011555105,0.0003934999986086041,0.0007244999869726598,0.018815499992342666,0.00036370003363117576,0.0008056999940890819
er,100,100,200,1581,0.1581,16.0,15.81,26,12.5939,0.12668880455407971,0.16,3,100890787,100,98,93,95.0,95.0,61.86305242248079,case1,95,0.0,0.0,30.000663485413764,10,50,50,430,0.7,2,150,0.98,0.93,0.95,-5.0,-0.05,4.2800005758181214e-05,3.840000135824084e-05,0.019510799989802763,0.00037900000461377203,0.0006928000075276941,0.018099499982781708,0.0003394999948795885,0.0008092000207398087
er,100,100,200,1607,0.1607,16.0,16.07,25,12.7251,0.12548537647790936,0.16,4,100900787,100,96,96,96.0,96.0,61.81592239218151,case1,96,0.0,0.0,26.944672443980398,8,40,40,424,0.7,2,150,0.96,0.96,0.96,-4.0,-0.04,4.939999780617654e-05,4.270000499673188e-05,0.019891400006599724,0.0004017000028397888,0.0008225999772548676,0.01807400002144277,0.000593100005062297,0.0009330000029876828
er,100,100,200,1622,0.1622,16.0,16.22,27,12.6516,0.12282059186189898,0.16,5,100910787,100,95,94,93.0,93.0,65.9456834977099,case1,93,0.0,0.0,55.370204358874005,14,70,70,442,0.7,2,150,0.95,0.94,0.93,-7.0,-0.07,4.889999399892986e-05,3.949998063035309e-05,0.028050699998857453,0.0005211999814491719,0.0007636999944224954,0.026428300014231354,0.0003375000087544322,0.0008806999830994755
er,100,100,200,1584,0.1584,16.0,15.84,26,14.9744,0.1380776515151516,0.16,6,100920787,100,97,95,95.0,95.0,62.6608657788993,case1,95,0.0,0.0,33.852847136029666,10,50,50,430,0.7,2,150,0.97,0.95,0.95,-5.0,-0.05,5.709999823011458e-05,3.589998232200742e-05,0.024362399999517947,0.00039159998414106667,0.0007102999952621758,0.02291440000408329,0.00034610001603141427,0.0007506999827455729
